bedrooms,bathrooms,sqft_living,floors,price
3,2.5,1260,3.0,479000
4,3.5,2680,2.0,520000
3,2.5,2660,2.0,599950
2,1.75,1480,1.0,483945
4,2.25,1770,1.0,390000
2,1.0,950,1.0,192500
2,1.0,860,1.0,330000
4,2.0,1960,1.0,250000
2,1.0,1770,1.5,243000
4,1.75,1280,1.0,575000
4,2.5,2150,2.0,639000
2,1.0,1790,1.0,710000
3,2.25,1990,2.0,675000
5,2.5,2430,2.0,405000
4,2.75,2820,1.0,615000
3,1.0,1910,1.0,490000
3,2.25,1270,2.0,467000
4,2.75,2050,1.0,480000
6,2.0,2150,1.0,755000
4,1.75,2450,1.0,760000
2,2.25,1230,2.0,387000
4,2.25,2260,1.0,925000
2,1.0,1050,1.0,415000
3,1.75,1570,2.0,263000
4,2.0,1820,1.0,519900
2,1.75,1540,1.0,570000
3,1.5,2060,1.0,450000
3,1.0,1090,1.0,300000
3,1.75,1480,1.0,320000
4,1.0,1320,1.5,387500
1,2.25,2140,1.0,458000
4,3.0,2800,2.0,380000
3,1.0,1050,1.0,200000
3,1.5,1490,1.0,385000
2,1.0,1730,2.0,396675
4,1.0,1210,1.5,452000
4,2.5,2800,2.0,426000
3,1.5,1570,2.0,792000
3,2.25,1400,1.0,315000
6,3.0,1880,1.0,326000
2,1.0,790,1.0,268500
2,1.75,1300,2.0,440000
3,1.0,2120,1.0,300000
3,1.5,1540,2.0,525000
4,2.75,2620,1.5,978000
4,1.0,1680,1.5,700000
2,1.0,790,1.0,315000
3,1.0,1092,1.5,309000
3,1.5,1650,1.0,219950
3,2.5,2090,2.0,289000
4,1.75,2180,1.0,210000
4,2.5,1990,2.0,260000
4,2.5,2650,2.0,699000
3,1.0,910,1.0,299950
3,2.5,2770,2.0,749950
3,2.5,3050,1.0,555000
3,2.5,1700,2.0,384000
5,3.5,3200,2.0,499950
3,1.75,1200,1.0,430000
4,2.25,2220,2.0,350000
3,2.5,2480,2.0,620000
4,2.25,2560,1.0,765000
4,1.5,2500,1.0,250000
2,1.0,1150,1.0,376000
4,1.75,1650,1.0,475000
3,1.75,1140,1.0,120750
3,1.0,1180,1.0,330000
3,2.5,1700,2.0,619500
3,1.5,1240,1.0,345000
5,2.25,2890,2.0,598000
3,1.0,1060,1.0,335000
4,1.75,1590,2.0,372500
6,5.25,2860,2.0,300000
1,1.0,820,1.0,194000
3,2.0,2020,1.0,507500
4,2.25,1870,1.0,325000
3,2.5,2170,2.0,329900
4,2.5,1600,1.0,329000
4,1.75,2090,1.5,494000
4,2.0,1700,1.0,206000
4,1.75,1940,1.0,423000
3,1.0,1320,1.0,259000
4,2.25,3500,1.0,879950
5,3.5,2800,2.5,345600
3,1.5,1080,1.5,395000
4,2.5,3550,2.0,625000
3,2.0,2010,2.0,439000
3,1.75,1690,2.0,380000
3,1.5,1270,3.0,440000
3,2.25,1970,2.0,415000
4,2.75,3160,2.0,860000
3,2.5,1210,3.0,500000
4,3.5,3120,2.0,953007
4,2.5,2670,2.0,515000
3,2.25,1640,3.0,772000
4,2.5,2303,2.0,329995
3,2.5,1800,2.0,409316
5,3.5,4460,3.0,490000
2,2.5,1590,2.0,305000
4,3.5,3070,2.0,785000
2,1.75,1330,1.0,240000
3,1.0,990,1.0,325000
4,2.5,1900,2.0,535800
3,2.5,2020,3.0,720000
3,1.75,2000,1.0,374000
2,1.75,1100,1.0,189650
1,1.0,960,1.0,420850
4,2.75,3488,2.0,815000
4,2.0,2030,2.0,199000
3,1.75,1380,1.0,195000
3,2.25,1870,2.0,288400
4,2.25,2080,1.0,442000
4,2.75,2450,2.0,619420
4,2.25,2750,1.0,635000
3,1.0,1240,1.0,210000
3,2.5,1900,2.0,512500
3,2.5,2540,2.0,567000
3,2.75,2100,2.0,525000
4,2.0,1790,1.0,475000
3,2.0,1170,1.0,250000
3,1.0,1060,1.0,220000
5,2.0,1930,1.5,230000
3,2.0,1540,1.0,385500
5,3.0,2876,1.0,895000
3,2.5,2150,2.0,368250
2,1.0,1140,1.0,249900
3,1.5,980,1.0,350000
3,1.75,1230,1.0,175000
3,1.75,1390,1.0,270000
3,3.5,2380,2.0,495000
5,3.25,3010,1.5,542500
3,1.0,1250,1.0,330000
2,1.0,790,1.0,299800
3,2.5,2720,2.0,299900
4,2.75,2550,1.0,691000
2,1.0,1080,1.0,195000
3,1.75,2470,1.0,405000
2,0.75,850,1.0,360000
3,2.5,1990,1.0,256750
3,2.25,1800,2.0,332500
5,4.0,4850,2.0,975000
3,1.0,1020,1.0,218000
3,2.5,2420,2.0,429000
4,2.5,2910,2.0,589000
3,1.5,1060,1.0,255000
4,2.5,2340,1.0,668750
4,2.75,1800,1.0,344500
4,2.0,1660,1.0,452000
3,1.75,1300,1.0,540000
3,1.5,1780,1.0,246000
2,1.0,1030,1.0,535000
4,3.25,2790,1.0,970000
3,1.0,1150,1.0,430000
4,2.5,3290,2.0,520000
4,2.5,3400,2.0,712000
2,1.0,1200,1.0,450000
4,2.5,2160,2.0,220000
3,1.0,1450,1.0,525000
3,2.0,1470,2.0,540000
4,2.5,2360,2.0,600000
3,2.25,2230,2.0,600000
4,2.5,2630,2.0,625000
3,1.0,1010,1.0,150000
3,2.25,1445,2.0,389999
3,1.75,2380,1.5,285000
4,2.75,2830,2.0,744000
4,2.5,3010,2.0,700000
4,2.25,2000,1.0,318989
3,2.25,2020,2.0,556000
3,2.5,2030,2.0,275000
3,2.75,2550,2.0,430000
2,1.0,970,1.0,300000
3,1.75,1540,1.0,396450
2,1.0,1396,1.0,225000
4,3.25,2780,2.0,700000
6,2.0,2220,1.0,260000
4,3.5,2350,2.0,655000
3,2.0,1440,1.0,413800
5,3.75,5330,2.0,950000
4,2.5,2220,2.0,334990
3,3.0,1960,2.0,556000
3,2.5,1530,3.0,360000
4,2.25,3250,2.0,480000
3,2.5,1750,2.0,324000
1,0.75,1170,1.0,275000
3,1.0,870,1.0,180000
4,2.5,2930,2.0,749000
2,1.0,800,1.0,373500
4,2.5,2350,2.0,770000
2,1.75,1060,1.0,356000
3,1.75,2060,1.0,625000
2,1.75,1560,1.0,494400
4,1.75,3000,1.0,585000
3,1.5,1660,2.0,926300
3,1.75,1650,1.0,600000
4,3.0,3220,2.0,430000
3,1.5,2320,1.0,307000
4,2.75,2750,1.0,604700
3,1.0,910,1.0,219900
2,1.5,840,2.0,270000
3,2.25,1470,2.0,432000
6,2.0,2040,1.0,300000
3,1.0,1100,1.5,361000
2,1.0,940,1.0,249950
3,2.0,1110,1.0,320000
4,1.75,2200,1.5,305000
2,1.75,2860,1.0,503000
2,1.0,740,1.0,235750
4,1.75,2740,1.0,657000
3,1.0,1250,1.0,385000
4,2.5,3140,2.0,389950
2,1.0,820,1.0,150000
4,2.75,2570,2.0,254500
4,2.25,2350,1.0,555000
4,2.0,1580,1.0,245000
2,1.0,1070,1.0,319950
3,1.0,1070,1.0,337000
4,2.0,1640,2.0,492000
3,1.0,1220,1.0,348580
2,1.0,1400,1.0,180000
3,1.0,1040,1.0,400000
4,2.0,980,1.0,295000
4,3.25,3340,1.5,910000
3,3.5,1900,2.0,431500
4,1.5,1740,1.0,180000
3,2.0,2000,1.0,677000
4,2.5,3240,1.0,635700
5,2.25,2230,1.0,482000
2,2.5,1160,2.0,168000
4,2.75,2410,1.0,805000
2,1.0,590,1.5,398000
4,2.5,2600,2.0,665000
4,3.0,2170,1.0,592500
4,2.75,2080,1.5,940000
4,2.5,2860,2.0,655000
4,2.5,2980,2.0,622500
2,2.5,1230,2.0,380000
4,1.75,2260,1.0,648360
3,2.75,2200,1.0,432000
2,1.0,1060,2.0,353250
3,2.25,998,2.0,320000
4,2.5,2052,2.0,349900
4,3.5,3150,2.0,330000
3,2.25,1950,1.0,408000
3,2.25,1347,3.0,321000
3,1.5,1360,3.0,359000
5,2.5,2760,2.0,300000
5,3.5,2420,2.0,380000
3,2.5,2450,2.0,660000
3,2.25,1280,3.0,355000
3,2.5,1550,2.0,259000
1,1.0,550,2.0,353000
2,2.5,1520,2.0,430000
3,1.0,1670,1.5,460000
1,0.75,430,1.0,80000
4,2.5,2380,2.0,782000
3,1.0,960,1.0,218000
3,1.0,1920,1.0,325000
4,3.0,3680,1.0,980000
4,2.25,2530,1.0,902000
5,2.5,3840,2.0,556000
3,1.75,1240,1.5,662990
2,1.0,1300,1.5,225000
4,2.5,2380,2.0,439950
2,1.0,1300,1.0,175000
2,1.0,780,1.0,306000
4,2.5,1810,1.0,235000
3,1.75,2420,2.0,399500
3,1.0,1280,1.5,478000
2,1.0,1680,1.0,515000
3,2.5,2510,2.0,550000
3,1.0,1700,1.0,149000
3,1.75,1680,1.0,526000
1,0.75,820,1.0,527550
3,2.5,2600,1.0,625000
5,3.25,3400,2.0,950000
5,1.75,2120,1.0,377691
4,2.75,2250,1.0,648475
3,1.0,1800,1.0,383000
3,2.5,2210,2.0,535000
3,2.0,1560,2.0,449950
4,2.75,2430,1.0,465425
4,2.5,2560,2.0,675000
3,2.75,1960,1.5,599000
3,1.5,1110,1.0,416000
2,1.5,1030,1.0,595000
4,1.0,1350,1.0,200000
3,2.0,1540,2.0,402000
4,1.75,1830,1.0,433000
4,1.5,1930,2.0,275000
3,2.0,1650,1.5,410000
4,2.0,3510,1.0,554820
3,2.5,2390,2.0,735000
3,1.0,1230,1.0,607000
4,3.0,2830,2.0,549900
3,1.75,1620,1.0,258000
4,4.0,2290,1.5,661254
4,2.0,2840,1.0,945000
4,3.5,4220,2.0,799950
3,1.0,1080,1.0,132500
3,1.75,1620,1.0,467100
3,1.75,1620,1.0,641000
3,1.0,1010,1.0,350000
4,2.5,1750,1.0,335000
3,3.5,4080,1.5,900000
4,2.5,2560,1.0,440000
3,1.75,1120,1.5,464600
2,1.0,1340,1.0,300000
4,2.0,1590,1.0,670500
3,1.0,1430,1.0,552000
4,1.0,1450,1.0,244000
4,2.75,3500,2.0,788600
3,2.0,1630,1.0,445000
4,1.75,1814,1.0,530000
2,1.0,580,1.0,90000
3,2.0,1670,1.5,585000
2,2.0,1140,1.0,498000
2,1.0,800,1.0,379000
3,1.75,1300,1.0,462000
4,2.5,2440,2.0,388000
3,2.0,1490,1.5,255000
3,2.75,1800,1.0,665000
3,2.0,1830,1.0,550000
3,1.0,1500,1.0,606000
4,2.5,2210,1.0,334000
3,2.0,1270,3.0,360000
2,1.0,1140,1.5,235000
3,2.5,1620,3.0,580000
3,2.0,1220,3.0,355000
2,2.5,750,2.0,375000
4,1.75,1960,1.0,372000
3,1.0,1370,1.5,479000
2,1.0,1010,1.0,501000
3,1.75,1260,1.0,245000
3,2.5,1740,2.0,496700
4,1.5,2670,2.0,347000
2,1.0,720,1.0,199000
3,2.5,2460,2.0,440500
4,2.5,3670,2.0,820000
4,3.5,2630,1.5,325000
3,1.75,1570,1.0,195000
3,3.0,2980,1.0,675000
3,2.5,1560,2.0,295000
3,2.5,1620,1.0,355300
3,1.0,1140,1.0,276000
2,1.5,2730,1.0,460000
3,2.0,2130,1.0,880000
3,2.5,1780,2.0,370000
4,2.5,2100,2.0,346000
3,1.0,1140,1.0,172500
3,1.5,1690,1.0,379950
2,1.0,1160,1.0,468000
4,2.75,1720,2.0,477000
3,1.0,1210,1.5,529000
3,1.5,1255,3.0,312000
2,1.0,880,1.0,326100
3,1.0,1050,1.5,360000
3,1.75,1650,1.0,438000
3,1.0,1570,1.0,360000
4,3.0,3000,1.5,688000
3,1.75,1850,1.0,585000
3,2.5,1440,1.0,265000
3,1.75,1440,1.0,375000
3,1.0,1810,2.0,326500
2,1.0,1180,1.0,160000
5,2.75,3390,2.0,735000
2,1.0,1470,1.0,400000
4,2.5,2680,1.0,800000
4,2.25,2290,2.0,949880
3,1.75,1980,1.0,405000
4,2.5,2870,2.0,399000
3,2.0,1840,1.0,730001
3,2.0,1630,1.0,260000
2,2.0,1880,1.5,751750
3,1.75,1780,1.0,325000
4,2.0,2330,1.0,344950
3,1.75,1840,1.0,457500
5,2.0,2330,1.0,389000
4,2.5,3200,2.0,515000
3,2.5,2330,2.0,732000
3,2.25,1950,1.0,415000
2,1.0,1040,1.0,535000
4,4.25,1960,2.0,540000
5,3.0,2750,1.5,525000
3,1.75,1930,1.0,570000
5,4.5,4850,2.0,569950
4,2.5,1982,2.0,283200
4,2.5,1850,1.0,830000
4,2.25,1940,1.0,495000
5,3.0,2840,1.0,292050
5,1.5,1900,1.0,415000
5,1.0,1410,1.0,295832
4,2.5,2520,2.0,450000
4,3.0,3720,2.0,857000
3,3.5,1820,2.0,499950
3,2.0,1560,1.0,465000
3,1.0,1600,1.0,329000
3,2.0,1230,1.0,475000
3,1.0,960,1.0,255000
3,1.0,1270,1.5,435000
3,2.5,2810,2.0,685000
2,2.5,2160,1.0,715000
3,3.0,2520,1.5,780000
2,1.5,1180,2.0,345000
4,2.25,1810,2.0,355000
3,2.5,1680,1.0,282000
3,1.0,910,1.0,244000
3,3.75,3250,2.0,967500
3,1.5,2000,1.0,375000
3,1.75,2310,1.0,527500
3,2.25,2510,1.5,994000
3,1.75,1320,1.0,313000
3,2.25,2370,2.0,587000
3,1.0,900,1.0,304000
3,2.5,2540,2.0,675000
4,1.0,2100,1.0,305000
3,1.0,1200,1.0,280000
5,4.0,3720,2.0,960000
3,2.25,1760,2.0,500000
3,1.75,1670,1.0,274950
3,2.5,2420,2.0,455600
5,3.0,3480,2.0,970000
4,2.5,1630,2.0,312900
4,2.5,2340,2.0,535000
2,1.0,920,1.0,427000
2,1.0,910,1.0,405000
3,1.0,1150,1.0,480000
3,1.5,2500,1.5,725000
4,2.5,3250,1.0,293000
4,2.0,1930,1.0,268000
4,3.5,3400,2.0,475000
3,2.5,1590,3.0,488000
4,2.5,3330,2.0,760000
3,2.5,2610,2.0,754950
3,2.5,1658,2.0,263900
3,3.5,1600,2.0,460000
3,3.0,1296,3.0,399950
2,2.25,1280,2.0,370000
4,3.25,2510,2.0,450800
3,3.5,2710,2.0,627000
3,2.5,1750,3.0,495000
3,1.0,1430,1.5,310000
4,1.0,1660,1.0,550000
2,1.0,1320,1.0,215000
4,3.0,2580,2.0,799000
4,2.5,2740,2.0,630000
3,2.5,2495,2.0,267000
6,2.75,2300,1.5,900000
3,1.5,1300,1.0,365000
4,2.5,2230,1.0,544500
4,2.75,2020,1.0,599000
4,2.25,2000,2.0,815000
2,1.0,1060,1.0,254000
2,1.75,2080,1.0,740000
3,2.0,2030,1.0,225000
3,2.5,2690,2.0,925000
3,2.5,1550,2.0,537000
4,2.0,1480,1.0,335000
4,2.75,3040,2.0,840000
3,1.5,1560,1.0,224000
3,2.5,2250,2.0,395000
3,1.0,1100,1.0,450000
3,1.0,1700,1.5,681000
5,1.5,2680,1.0,898000
3,1.0,800,1.0,370000
2,1.75,1350,1.0,429000
3,1.0,820,1.5,150000
3,2.5,3160,2.0,555000
3,2.75,1720,1.0,326000
3,2.5,1680,2.0,225000
3,1.75,1300,1.0,245100
3,2.5,2190,2.0,665000
3,2.5,1720,2.0,535000
3,1.0,1160,1.0,305000
7,4.0,3150,1.0,999000
3,1.75,1210,1.0,215000
3,1.75,1980,1.0,432500
4,2.5,2990,2.0,655000
3,1.5,1430,1.0,266200
3,2.5,2060,2.0,244615
4,3.0,2230,2.0,460000
4,2.5,3090,2.0,370000
6,3.25,4250,1.0,465000
2,2.0,1700,1.0,189000
3,2.5,2510,2.0,820000
6,2.75,3610,1.0,968000
3,1.75,1610,1.0,438750
4,2.0,2510,1.0,600000
3,1.0,1110,1.5,589000
3,2.0,1650,2.0,590000
3,2.0,1980,1.0,479900
2,1.5,880,2.0,210000
3,1.75,1490,1.0,745000
3,2.0,2520,1.5,840500
3,1.75,1820,1.0,420000
7,4.5,4140,1.0,565000
4,2.5,3420,2.0,840000
4,2.5,3150,2.0,681716
3,1.75,1580,1.0,600000
3,2.0,1660,1.0,380000
3,1.0,1100,1.0,168500
2,1.0,1270,1.0,355000
4,1.0,1450,1.0,277000
4,2.25,1830,1.0,236000
3,1.75,1300,1.0,270000
2,1.75,2320,1.5,700000
4,2.75,1680,1.0,425000
3,2.5,2300,1.5,635000
3,1.75,1400,1.0,510250
4,2.25,2410,2.0,960000
3,2.0,1480,1.0,254000
3,1.0,1390,1.5,299000
2,1.0,830,1.0,175000
2,1.0,740,1.0,157500
5,2.0,1940,1.0,580000
3,1.0,1340,1.0,124740
2,1.0,800,1.0,285000
3,1.75,1310,1.0,242000
4,1.75,2330,2.0,840000
2,3.25,1400,3.0,474800
4,2.5,2360,2.0,490000
3,2.25,1840,2.0,465000
4,2.5,2680,2.0,515000
3,3.75,3890,1.0,430000
3,2.0,1400,1.0,253400
3,2.5,2400,1.0,355000
4,2.25,2920,2.0,740000
2,2.0,1390,2.0,186950
3,2.5,1680,2.0,306000
4,1.5,2040,1.0,510000
2,1.0,1080,1.0,345000
3,2.75,2280,1.0,875000
4,3.5,4490,2.0,700000
4,2.5,2798,2.0,499950
3,2.5,2810,2.0,739000
4,2.5,3753,2.0,363000
4,3.5,3910,2.0,782000
2,2.5,1050,2.0,325000
4,1.0,1600,1.5,485000
4,2.25,2590,1.0,452000
4,2.25,1720,1.0,264950
6,2.5,4410,1.0,472000
3,1.75,1590,1.0,267500
4,2.5,2440,2.0,565000
3,2.5,1360,3.0,535000
2,1.0,910,1.0,389000
4,1.5,1390,1.0,400000
3,1.5,1470,1.0,264000
4,2.5,2920,2.0,690000
3,1.75,1950,1.0,412000
3,2.5,2390,2.0,695000
3,1.5,1270,1.0,246500
2,1.0,950,1.0,230000
2,1.0,900,1.0,302000
4,2.25,2280,1.5,820000
3,1.0,1010,1.0,145000
2,1.0,1260,1.0,436500
3,2.5,2620,2.0,672000
3,2.25,2330,1.5,680000
5,3.0,2170,1.5,750500
5,2.0,2450,1.0,550000
4,1.75,1880,1.0,266500
4,2.0,2300,1.5,619000
3,2.0,1240,1.0,405000
2,1.0,820,1.0,300000
4,2.0,1530,2.0,231000
5,3.25,2900,1.0,790000
4,2.75,1240,1.0,400000
4,3.5,4140,2.0,950000
4,2.0,2240,1.0,450000
3,2.0,1480,1.0,595000
3,2.25,2270,1.0,332000
3,1.0,1250,1.0,155000
5,2.0,1930,1.0,400000
4,1.75,1700,1.0,349000
3,1.0,1590,1.0,529000
5,1.75,1880,1.0,405000
4,1.75,1640,1.0,635200
3,1.5,2600,1.0,540000
2,1.0,710,2.0,402000
3,1.5,1460,1.0,329932
3,2.5,2080,2.0,300000
5,2.5,2630,2.0,525000
4,2.5,2760,2.0,602500
4,2.0,1670,1.0,400000
4,1.75,1990,1.5,445000
3,3.0,2600,1.5,525000
2,1.0,1320,1.5,395000
3,1.5,2240,2.0,510000
4,2.25,1960,1.0,723000
3,2.0,2590,2.0,503000
4,2.75,2620,2.0,672500
3,2.5,2770,2.0,860000
3,1.0,2110,1.0,475300
4,2.5,2290,2.0,295000
2,1.0,1110,1.0,250000
4,2.75,3310,2.0,658000
2,1.0,900,1.0,83000
3,1.75,1940,1.0,685000
3,1.75,1590,2.0,210000
3,2.5,2930,2.0,650880
4,2.5,2040,2.0,350000
2,2.25,1000,3.0,305000
3,3.25,1730,2.0,645000
3,1.0,1220,1.0,385000
3,2.25,3060,2.0,860000
4,2.5,2910,2.0,395000
3,1.75,1050,1.0,260000
3,2.0,1560,1.0,196440
3,1.75,1680,1.0,425000
3,2.0,1550,1.0,369000
3,2.5,2200,2.0,349900
2,2.5,1740,2.0,650000
3,1.0,1210,1.0,299950
4,3.25,4240,2.0,625000
3,2.25,1590,1.0,190000
4,1.75,3420,1.0,715000
4,2.5,3190,1.0,659000
3,1.75,1920,1.0,490000
2,1.75,1340,1.0,415000
3,1.75,1700,1.0,750000
4,2.5,2310,1.5,700000
3,1.75,1510,1.0,425000
3,2.5,2670,1.0,642000
4,2.25,2060,1.0,655000
5,2.5,3090,1.0,458000
2,2.5,1240,2.0,330000
3,2.5,1860,2.0,384950
3,1.5,2000,1.0,560000
4,1.75,2500,1.0,950000
4,2.25,1820,1.0,465000
3,2.25,1820,1.0,425000
3,2.0,1060,1.0,315000
3,2.5,1950,2.0,530000
2,1.0,940,1.0,399000
2,1.5,1220,1.5,168000
3,1.0,1200,1.0,374000
5,3.75,3990,2.0,740000
2,1.0,1880,1.0,280000
4,2.5,2280,2.0,322000
3,1.75,2580,1.0,459900
4,2.75,2600,1.0,750000
5,2.75,2220,1.0,427000
2,2.25,1730,2.0,800000
4,3.0,2840,1.5,735000
4,2.5,2560,2.0,642000
3,2.0,1330,1.0,240000
2,1.0,1890,1.5,645500
7,4.5,4290,1.5,840000
2,2.0,1540,2.0,475000
4,2.0,2340,1.0,568000
3,1.75,2180,1.0,325000
3,2.5,2780,2.0,825500
4,2.75,2620,2.0,499431
4,3.5,3760,2.0,919204
4,2.5,2720,2.0,545000
3,2.25,2675,2.0,660000
5,2.75,2080,2.0,538888
3,2.5,2460,2.0,693000
3,2.5,1960,2.0,289950
4,2.5,2550,2.0,587000
3,2.25,1760,3.0,615000
3,1.75,1620,1.0,459000
3,1.75,1790,1.0,243000
4,1.75,2780,2.0,660000
1,1.0,750,1.0,250000
3,1.0,960,1.0,315000
3,1.5,2030,1.0,404000
3,2.75,2930,1.0,559900
2,2.5,1380,2.0,285000
3,2.0,1720,1.0,500000
2,1.0,1210,1.0,380000
3,1.0,950,1.5,469000
2,1.75,1710,2.0,405000
2,2.0,1410,1.5,439900
4,2.5,2910,2.0,525000
4,2.5,2220,2.0,580000
3,2.0,1380,1.0,275000
3,2.0,1760,1.0,629000
1,1.0,730,1.0,395000
4,2.5,2460,2.0,965000
3,1.75,2160,1.0,820000
4,2.25,1990,1.5,661000
3,3.0,3740,2.0,789000
4,2.5,2710,2.0,668500
3,2.5,2680,2.0,350000
4,2.0,1850,1.0,250000
4,2.5,3190,2.0,725995
3,1.5,1840,2.0,686000
4,2.5,2720,2.0,665000
3,2.5,2290,2.0,653000
2,1.0,990,1.0,430000
2,1.5,1140,2.0,305000
4,1.5,1840,2.0,809000
2,1.0,1110,1.0,440150
4,2.5,2150,2.0,615000
2,1.0,1170,1.0,455000
3,2.5,1960,1.0,635000
3,2.25,2610,2.0,675000
3,2.25,2130,1.0,316000
3,2.25,3020,2.0,955000
3,1.75,1670,2.0,985000
3,1.75,1890,1.0,465500
3,1.0,950,1.0,305000
4,2.5,2430,1.0,645000
4,2.0,2360,1.0,730000
3,1.75,1510,1.0,366000
3,2.5,2080,2.0,290000
3,2.0,1750,1.0,472500
3,2.0,1810,1.5,550000
4,1.75,1790,1.0,410000
4,2.75,2340,1.0,440000
3,2.5,1690,2.0,535000
4,2.5,2070,2.0,300000
3,2.5,2240,2.0,432500
4,3.0,4500,2.0,870000
3,1.75,2770,1.0,492000
3,1.0,1010,1.0,199950
3,1.5,1120,1.0,439800
5,2.5,3020,1.0,320000
4,3.25,4400,2.0,687000
3,1.75,1990,1.0,345000
3,1.0,1450,1.0,274950
4,2.5,1920,2.0,270000
2,2.5,1175,2.0,342000
3,1.5,1320,1.0,327000
5,2.5,3990,1.0,610000
2,1.0,1140,1.0,455000
4,1.75,1720,1.5,540000
4,2.75,2150,1.0,411000
3,1.5,1790,1.5,544000
2,2.5,2210,1.0,802000
3,2.75,2180,1.0,568500
3,2.25,1410,2.0,391000
3,2.5,1950,2.0,298000
3,2.5,1495,3.0,400000
3,2.25,1660,1.0,425000
3,2.5,1950,2.0,328500
5,2.75,2550,1.5,650000
3,1.75,1370,1.0,850000
4,2.5,2200,2.0,930000
3,1.75,1250,1.5,530000
4,2.25,2220,1.0,495000
3,1.75,1620,1.0,500000
3,1.75,2250,1.0,325000
3,2.5,1720,2.0,365000
4,2.5,3030,2.0,471000
3,1.0,1030,1.0,223000
3,2.5,2190,2.0,503000
3,2.0,1440,1.0,230000
4,2.5,2170,1.0,550000
3,1.5,1180,1.0,193000
4,4.25,2360,2.0,590000
3,1.5,1660,1.0,712500
3,2.75,2390,1.0,689800
3,2.0,1360,1.5,430000
3,2.25,1840,1.5,785200
3,2.25,1800,1.0,474900
3,1.75,2220,1.0,435000
5,3.5,3490,2.0,941500
4,2.5,1830,2.0,312000
4,2.75,1550,1.5,835000
3,2.0,2050,1.0,713250
2,1.0,1230,1.0,440000
4,2.5,3150,2.0,580135
3,2.25,3800,1.0,575000
3,2.5,1350,2.0,613000
3,2.0,1530,1.0,235000
3,2.5,2290,3.0,660000
2,1.5,1480,1.0,280000
3,1.75,1970,1.0,268000
2,1.0,720,1.0,235000
3,2.0,1080,1.0,390000
4,2.5,2790,2.0,654950
5,2.75,2040,1.0,449500
3,1.0,1320,1.0,150000
3,2.25,1680,2.0,440000
3,2.0,2140,1.0,710000
3,1.75,1660,1.0,420000
3,2.25,1540,1.0,312000
3,2.0,1880,1.0,320000
3,1.0,1250,1.0,235000
5,2.0,2120,1.5,437000
3,1.75,1810,1.5,545000
3,2.5,2370,2.0,640000
3,2.5,1970,2.0,432000
3,2.5,2110,2.0,548000
3,3.0,2080,1.5,830000
4,2.25,3720,1.0,875000
2,1.75,1370,1.0,409950
4,2.5,2961,2.0,695000
3,2.25,2090,2.0,562100
3,2.5,2600,2.0,475000
3,2.25,1870,1.0,425000
4,2.5,2620,2.0,600000
3,2.5,2430,2.0,770000
3,1.75,1340,1.0,239000
2,1.0,1170,1.0,295000
3,1.75,2000,1.0,560000
5,2.5,2070,1.0,613000
4,3.0,4590,2.0,960000
5,1.0,2550,2.5,847000
3,1.0,1060,1.0,206000
2,1.75,1220,1.0,253000
4,2.25,1790,1.0,430000
3,2.0,2060,1.0,605000
2,2.5,1140,3.0,425000
4,2.5,2870,2.0,720000
6,1.5,2550,1.0,375900
3,1.0,1110,1.0,210000
2,1.0,940,1.0,234000
3,1.75,2880,1.0,285000
3,1.5,1200,1.0,400000
3,1.0,1030,1.0,718000
2,2.5,1240,2.0,174500
3,2.0,1200,1.0,222400
3,3.25,2780,2.0,402500
3,2.25,1765,2.0,250000
4,2.5,1960,1.0,600000
2,2.5,2680,1.0,930000
3,2.0,1410,1.0,272500
4,2.5,2240,2.0,363990
4,2.75,3120,2.0,575000
3,2.25,1450,2.0,400000
3,3.0,2340,2.0,427874
5,2.75,2481,2.0,309000
3,3.25,1530,2.0,320000
3,2.25,1250,1.0,390000
1,0.75,560,1.0,299000
4,1.75,2200,1.0,375000
3,1.75,1460,1.0,240500
3,1.5,1650,1.0,320000
3,2.25,2560,2.0,658588
3,2.25,2080,1.5,270000
3,1.0,1070,1.0,327500
3,1.75,2190,2.0,340000
3,1.5,2060,1.5,200000
3,2.5,1720,1.0,275000
2,1.0,960,1.0,280000
3,2.5,2340,1.0,485000
3,1.75,2090,2.0,865000
3,2.5,1820,2.0,532000
4,2.5,2310,2.0,364950
3,1.0,920,1.0,212500
1,1.0,790,1.0,135000
2,1.75,1500,1.0,437000
3,1.0,1240,1.0,390000
4,2.5,2730,2.0,760000
3,1.0,1170,1.0,119500
4,2.5,2700,2.0,837500
4,1.75,1650,1.0,327500
2,1.0,670,1.0,175000
3,2.0,1670,1.0,289950
3,1.75,1530,1.0,400000
3,2.25,1500,1.0,219950
4,1.75,1720,1.0,161700
5,3.0,2920,2.0,500000
3,1.0,910,1.0,465000
3,1.0,1050,1.0,540000
3,2.0,1540,1.0,525000
3,1.0,1210,1.0,324950
5,2.5,2650,1.0,565000
3,2.0,1990,1.0,760500
4,2.5,4060,1.0,603500
5,2.5,2300,1.0,453500
6,2.75,2630,1.0,583000
2,1.0,770,1.0,275000
4,2.75,3790,2.0,875000
4,2.75,2540,1.0,335000
4,2.25,2500,1.0,646000
4,2.5,2150,2.0,392500
3,1.75,1670,1.0,785000
3,2.0,1800,1.0,470000
3,2.5,2070,2.0,560000
2,1.0,830,1.0,519000
3,2.25,2370,1.0,746000
3,1.0,1010,1.0,317000
